CustomerID,Gender,Age,SeniorCitizen,Dependents,Region,Tenure_Months,Contract,InternetService,TechSupport,PaymentMethod,NumProducts,MonthlyCharges,TotalCharges,JoinDate,Churn,ChurnReason,CohortMonth
CUST0390,Female,32,1,Yes,North,52,Month-to-Month,DSL,No,Mailed Check,1,31.1,1603.88,2023-06-26,0,NA,2023-06
CUST0391,Female,55,0,No,East,10,One Year,Fiber Optic,No,Electronic Check,3,56.09,534.61,2022-01-09,0,NA,2022-01
CUST0392,Male,18,0,No,North,19,Month-to-Month,DSL,No,Bank Transfer,1,51.56,974.37,2023-11-15,1,Better Price Elsewhere,2023-11
CUST0393,Male,63,0,No,East,58,Month-to-Month,Fiber Optic,No,Mailed Check,1,89.56,5151.72,2023-07-22,1,Poor Customer Service,2023-07
CUST0394,Female,67,0,Yes,North,1,Two Year,Fiber Optic,No,Electronic Check,1,92.29,137.7,2022-11-03,1,Switched to Competitor,2022-11
CUST0395,Female,41,0,Yes,North,69,Month-to-Month,Fiber Optic,No,Bank Transfer,2,33.81,2305.22,2023-11-11,0,NA,2023-11
CUST0396,Female,60,1,Yes,South,4,One Year,Fiber Optic,No,Credit Card,3,52.99,254.19,2022-04-17,1,Lack of Features,2022-04
CUST0397,Male,57,1,Yes,East,16,Two Year,DSL,Yes,Mailed Check,2,53.6,850.19,2022-05-18,0,NA,2022-05
CUST0398,Female,39,0,Yes,West,24,Month-to-Month,DSL,Yes,Credit Card,1,33.63,855.67,2022-09-28,0,NA,2022-09
CUST0399,Male,20,0,No,North,2,Month-to-Month,DSL,Yes,Mailed Check,2,91.86,189.13,2022-04-29,1,Switched to Competitor,2022-04
CUST0400,Female,31,0,Yes,East,32,Month-to-Month,Fiber Optic,Yes,Electronic Check,3,83.65,2719.88,2022-04-20,0,NA,2022-04
CUST0401,Male,19,0,No,North,24,Month-to-Month,Fiber Optic,Yes,Electronic Check,1,37.13,841.65,2023-07-21,1,Financial Constraints,2023-07
CUST0402,Male,49,0,No,South,12,Month-to-Month,Fiber Optic,No,Mailed Check,1,53.0,660.82,2022-06-09,1,Switched to Competitor,2022-06
CUST0403,Male,65,1,No,South,50,One Year,Fiber Optic,No,Electronic Check,4,29.52,1516.31,2022-10-06,1,Better Price Elsewhere,2022-10
CUST0404,Female,55,1,No,South,35,Month-to-Month,No Internet,No,Electronic Check,4,76.54,2642.87,2022-10-16,1,Financial Constraints,2022-10
CUST0405,Female,50,0,No,South,33,One Year,Fiber Optic,Yes,Credit Card,4,30.92,979.97,2023-09-12,0,NA,2023-09
CUST0406,Male,63,1,No,West,33,Two Year,Fiber Optic,Yes,Credit Card,3,108.73,3580.55,2022-08-04,0,NA,2022-08
CUST0407,Male,59,0,Yes,West,61,Two Year,Fiber Optic,No,Bank Transfer,1,90.26,5549.23,2022-12-18,0,NA,2022-12
CUST0408,Male,23,0,No,North,51,One Year,Fiber Optic,Yes,Electronic Check,1,55.12,2815.36,2022-07-28,0,NA,2022-07
CUST0409,Female,58,0,No,East,43,Month-to-Month,DSL,No,Electronic Check,2,72.07,3101.76,2023-12-05,0,NA,2023-12
CUST0410,Female,56,0,No,South,12,One Year,DSL,No,Electronic Check,2,102.02,1188.35,2023-10-12,0,NA,2023-10
CUST0411,Female,42,1,No,South,67,One Year,Fiber Optic,Yes,Bank Transfer,4,69.87,4631.37,2022-09-28,0,NA,2022-09
CUST0412,Male,51,0,No,West,65,Month-to-Month,Fiber Optic,Yes,Credit Card,3,35.7,2351.51,2023-06-02,0,NA,2023-06
CUST0413,Female,28,0,No,West,33,Month-to-Month,Fiber Optic,No,Mailed Check,3,54.08,1743.4,2023-05-16,0,NA,2023-05
CUST0414,Female,63,0,Yes,South,40,Two Year,Fiber Optic,No,Electronic Check,1,95.88,3848.58,2022-09-15,1,Switched to Competitor,2022-09
CUST0415,Female,54,0,No,East,43,Month-to-Month,Fiber Optic,No,Mailed Check,4,77.98,3394.6,2022-02-22,0,NA,2022-02
CUST0416,Male,58,0,No,North,44,Month-to-Month,No Internet,No,Mailed Check,3,78.57,3427.95,2022-04-05,0,NA,2022-04
CUST0417,Female,24,0,Yes,North,29,Month-to-Month,DSL,Yes,Mailed Check,1,98.01,2858.82,2023-10-12,1,Moved Away,2023-10
CUST0418,Female,63,0,Yes,North,13,Month-to-Month,DSL,No,Bank Transfer,3,100.46,1263.85,2023-03-10,0,NA,2023-03
CUST0419,Female,65,0,Yes,North,12,Two Year,Fiber Optic,Yes,Bank Transfer,1,102.78,1243.74,2022-10-11,1,Moved Away,2022-10
CUST0420,Female,39,0,No,East,46,One Year,Fiber Optic,Yes,Electronic Check,1,28.54,1279.23,2022-02-15,1,Switched to Competitor,2022-02
CUST0421,Female,65,0,Yes,East,2,One Year,DSL,No,Electronic Check,3,68.97,161.54,2022-01-04,1,Switched to Competitor,2022-01
CUST0422,Male,56,0,No,East,35,Month-to-Month,DSL,No,Credit Card,3,86.65,3012.87,2022-12-08,0,NA,2022-12
CUST0423,Male,27,0,No,West,8,Month-to-Month,DSL,Yes,Electronic Check,1,88.12,701.3,2022-05-14,1,Switched to Competitor,2022-05
CUST0424,Male,38,1,No,South,26,Month-to-Month,Fiber Optic,Yes,Electronic Check,2,74.6,1949.54,2023-10-15,0,NA,2023-10
CUST0425,Male,23,0,No,East,34,Month-to-Month,DSL,Yes,Electronic Check,4,35.01,1157.47,2022-09-26,0,NA,2022-09
CUST0426,Female,66,0,No,North,7,Month-to-Month,Fiber Optic,Yes,Electronic Check,3,91.77,666.55,2022-06-15,0,NA,2022-06
CUST0427,Female,18,0,No,East,68,One Year,No Internet,Yes,Mailed Check,3,84.81,5747.34,2023-03-29,0,NA,2023-03
CUST0428,Male,51,0,Yes,South,58,Month-to-Month,DSL,No,Credit Card,1,27.75,1625.74,2023-07-19,0,NA,2023-07
CUST0429,Male,31,0,No,West,29,One Year,DSL,No,Mailed Check,1,61.74,1756.29,2023-12-24,0,NA,2023-12
CUST0430,Male,53,0,No,North,36,Month-to-Month,Fiber Optic,No,Mailed Check,1,35.66,1302.57,2023-03-14,1,Lack of Features,2023-03
CUST0431,Female,44,0,No,West,21,Month-to-Month,DSL,No,Bank Transfer,1,50.37,1020.59,2023-07-29,0,NA,2023-07
CUST0432,Female,26,0,No,East,36,Month-to-Month,Fiber Optic,No,Mailed Check,1,21.63,771.22,2022-01-10,1,Financial Constraints,2022-01
CUST0433,Female,23,0,Yes,North,10,Two Year,Fiber Optic,No,Credit Card,1,56.03,535.02,2022-04-25,1,Switched to Competitor,2022-04
CUST0434,Male,48,0,No,North,24,Two Year,Fiber Optic,No,Credit Card,2,69.49,1692.6,2022-03-19,0,NA,2022-03
CUST0435,Male,34,0,Yes,East,64,Two Year,DSL,Yes,Electronic Check,2,75.76,4824.84,2023-12-09,0,NA,2023-12
CUST0436,Male,60,0,No,East,49,Month-to-Month,Fiber Optic,No,Bank Transfer,3,79.71,3943.96,2022-06-02,0,NA,2022-06
CUST0437,Female,53,0,No,South,36,Month-to-Month,Fiber Optic,No,Mailed Check,1,95.27,3468.9,2023-07-13,1,Moved Away,2023-07
CUST0438,Female,38,0,No,East,24,One Year,No Internet,No,Credit Card,2,39.39,915.0,2022-02-06,0,NA,2022-02
CUST0439,Male,44,0,Yes,East,23,Month-to-Month,Fiber Optic,No,Mailed Check,1,30.84,720.7,2023-01-14,1,Financial Constraints,2023-01
CUST0440,Male,58,0,No,East,62,Two Year,DSL,No,Credit Card,2,96.64,5950.45,2023-08-20,0,NA,2023-08
CUST0441,Female,45,0,No,North,37,Month-to-Month,Fiber Optic,No,Bank Transfer,1,34.1,1250.85,2023-07-20,1,Lack of Features,2023-07
CUST0442,Female,33,0,Yes,South,12,Month-to-Month,Fiber Optic,Yes,Electronic Check,4,107.73,1314.09,2022-06-01,1,Switched to Competitor,2022-06
CUST0443,Male,52,0,No,North,55,Month-to-Month,No Internet,No,Mailed Check,3,95.83,5286.59,2023-03-17,1,Moved Away,2023-03
CUST0444,Male,53,0,No,East,13,Month-to-Month,Fiber Optic,Yes,Credit Card,2,65.08,858.51,2022-05-11,0,NA,2022-05
CUST0445,Female,52,0,No,South,23,One Year,DSL,Yes,Credit Card,1,108.33,2469.84,2022-02-12,0,NA,2022-02
CUST0446,Male,62,0,No,East,30,Month-to-Month,DSL,Yes,Electronic Check,2,28.76,850.6,2022-11-12,1,Lack of Features,2022-11
CUST0447,Male,36,0,No,North,17,Month-to-Month,DSL,No,Bank Transfer,3,47.28,764.05,2023-01-09,0,NA,2023-01
CUST0448,Female,38,0,No,North,62,Month-to-Month,DSL,Yes,Mailed Check,1,77.44,4823.18,2022-02-10,0,NA,2022-02
CUST0449,Male,50,0,No,East,13,Month-to-Month,Fiber Optic,No,Electronic Check,2,51.5,669.89,2023-01-02,1,Financial Constraints,2023-01
CUST0450,Female,40,0,No,South,59,One Year,Fiber Optic,Yes,Mailed Check,3,103.55,6130.33,2022-08-04,0,NA,2022-08
CUST0451,Male,23,0,No,North,19,Two Year,DSL,No,Electronic Check,3,25.91,467.18,2023-11-30,0,NA,2023-11
CUST0452,Female,49,0,Yes,East,49,Two Year,DSL,No,Credit Card,3,69.45,3385.49,2022-09-13,0,NA,2022-09
CUST0453,Male,39,0,Yes,West,12,One Year,No Internet,Yes,Electronic Check,3,73.18,861.58,2023-11-14,0,NA,2023-11
CUST0454,Male,20,0,Yes,East,61,Month-to-Month,No Internet,Yes,Credit Card,4,78.75,4756.32,2022-04-16,0,NA,2022-04
CUST0455,Male,52,0,No,East,19,One Year,No Internet,No,Electronic Check,2,43.01,801.29,2022-12-29,0,NA,2022-12
CUST0456,Female,33,0,No,South,9,Month-to-Month,DSL,No,Electronic Check,2,52.81,505.62,2023-07-28,1,Moved Away,2023-07
CUST0457,Male,59,0,No,East,71,Month-to-Month,Fiber Optic,No,Electronic Check,3,95.93,6850.76,2023-02-21,0,NA,2023-02
CUST0458,Male,42,0,Yes,West,28,Two Year,No Internet,Yes,Electronic Check,3,37.54,1052.94,2023-09-28,0,NA,2023-09
CUST0459,Female,34,0,No,East,52,Month-to-Month,DSL,No,Electronic Check,4,94.42,4905.39,2022-06-08,1,Better Price Elsewhere,2022-06
CUST0460,Male,56,1,No,West,16,Two Year,Fiber Optic,No,Electronic Check,1,70.64,1083.32,2022-08-31,0,NA,2022-08
CUST0461,Female,30,0,No,North,69,Month-to-Month,No Internet,Yes,Mailed Check,2,88.6,6151.32,2022-06-16,0,NA,2022-06
CUST0462,Female,45,0,No,East,12,One Year,No Internet,No,Electronic Check,1,84.22,961.94,2022-07-01,1,Lack of Features,2022-07
CUST0463,Female,28,1,No,South,25,One Year,DSL,Yes,Mailed Check,1,38.68,1011.48,2023-02-27,0,NA,2023-02
CUST0464,Male,27,0,Yes,East,52,Two Year,Fiber Optic,No,Mailed Check,1,71.19,3700.8,2022-01-26,1,Poor Customer Service,2022-01
CUST0465,Female,56,0,Yes,West,53,One Year,Fiber Optic,No,Credit Card,3,98.1,5183.49,2022-07-03,0,NA,2022-07
CUST0466,Male,41,0,Yes,West,23,One Year,No Internet,Yes,Credit Card,1,58.89,1396.89,2022-12-07,0,NA,2022-12
CUST0467,Female,55,0,No,South,16,Month-to-Month,No Internet,Yes,Mailed Check,3,106.99,1664.28,2023-02-26,0,NA,2023-02
CUST0468,Male,41,0,No,West,57,One Year,Fiber Optic,Yes,Electronic Check,3,60.7,3468.04,2023-11-17,0,NA,2023-11
CUST0469,Female,50,0,No,East,39,Month-to-Month,Fiber Optic,No,Electronic Check,1,32.85,1286.04,2022-09-12,1,Moved Away,2022-09
CUST0470,Female,34,0,No,West,53,One Year,No Internet,No,Credit Card,1,55.05,2889.58,2022-10-01,0,NA,2022-10
CUST0471,Male,61,0,No,East,42,One Year,Fiber Optic,No,Electronic Check,2,105.65,4430.19,2022-06-13,0,NA,2022-06
CUST0472,Female,53,0,Yes,East,58,One Year,DSL,No,Electronic Check,3,48.77,2843.89,2023-12-20,0,NA,2023-12
CUST0473,Male,52,1,Yes,West,39,Month-to-Month,No Internet,Yes,Electronic Check,3,98.13,3849.78,2022-04-21,1,Better Price Elsewhere,2022-04
CUST0474,Female,23,1,No,South,14,Month-to-Month,Fiber Optic,No,Electronic Check,3,99.31,1340.41,2023-01-27,1,Financial Constraints,2023-01
CUST0475,Male,33,1,No,North,5,One Year,DSL,No,Electronic Check,4,51.52,301.29,2022-02-09,0,NA,2022-02
CUST0476,Female,62,0,No,South,35,Month-to-Month,Fiber Optic,No,Bank Transfer,2,27.49,928.6,2023-04-27,0,NA,2023-04
CUST0477,Female,45,1,No,North,18,Month-to-Month,Fiber Optic,Yes,Electronic Check,4,85.21,1507.14,2022-08-16,1,Better Price Elsewhere,2022-08
CUST0478,Male,58,0,Yes,South,9,Month-to-Month,No Internet,Yes,Bank Transfer,3,48.04,408.71,2022-07-24,0,NA,2022-07
CUST0479,Female,49,0,No,East,58,Two Year,Fiber Optic,No,Electronic Check,3,90.46,5200.46,2023-04-17,1,Moved Away,2023-04
CUST0480,Male,43,0,No,East,17,One Year,No Internet,No,Electronic Check,1,59.84,979.59,2022-12-25,0,NA,2022-12
CUST0481,Male,28,1,Yes,West,7,Month-to-Month,DSL,Yes,Credit Card,4,63.67,494.32,2022-11-09,0,NA,2022-11
CUST0482,Female,69,0,No,North,46,Month-to-Month,Fiber Optic,No,Electronic Check,2,90.01,4121.98,2022-08-22,0,NA,2022-08
CUST0483,Female,42,0,No,North,13,Month-to-Month,Fiber Optic,No,Credit Card,3,54.41,668.86,2022-08-17,0,NA,2022-08
CUST0484,Female,48,0,Yes,West,40,One Year,Fiber Optic,Yes,Mailed Check,1,59.88,2355.9,2022-01-25,0,NA,2022-01
CUST0485,Male,38,0,Yes,South,42,One Year,Fiber Optic,No,Electronic Check,2,53.86,2284.07,2023-11-07,1,Lack of Features,2023-11
CUST0486,Male,62,0,No,West,9,Month-to-Month,Fiber Optic,No,Credit Card,1,53.06,513.0,2022-07-17,0,NA,2022-07
CUST0487,Female,68,0,No,South,50,Month-to-Month,Fiber Optic,Yes,Electronic Check,1,67.34,3342.7,2023-02-13,0,NA,2023-02
CUST0488,Male,20,0,No,West,27,Month-to-Month,DSL,No,Credit Card,1,92.79,2457.42,2022-12-03,0,NA,2022-12
CUST0489,Female,29,0,No,North,66,One Year,DSL,No,Electronic Check,3,52.56,3441.27,2022-10-13,0,NA,2022-10
CUST0490,Female,68,0,No,North,5,One Year,DSL,No,Credit Card,1,67.18,291.55,2022-03-13,0,NA,2022-03
CUST0491,Female,57,0,Yes,South,29,Month-to-Month,DSL,Yes,Electronic Check,2,80.37,2291.07,2022-10-13,0,NA,2022-10
CUST0492,Male,63,0,No,North,37,Month-to-Month,Fiber Optic,Yes,Mailed Check,1,44.25,1630.4,2022-12-26,0,NA,2022-12
CUST0493,Male,58,0,No,North,38,Month-to-Month,Fiber Optic,No,Bank Transfer,2,44.98,1682.23,2023-10-19,0,NA,2023-10
CUST0494,Female,42,0,No,North,8,Two Year,DSL,Yes,Credit Card,1,104.01,833.67,2023-06-06,0,NA,2023-06
CUST0495,Male,34,0,No,North,65,Month-to-Month,DSL,No,Credit Card,1,85.12,5508.15,2023-02-14,0,NA,2023-02
CUST0496,Female,55,0,No,East,17,One Year,Fiber Optic,Yes,Credit Card,2,71.95,1267.2,2023-11-27,0,NA,2023-11
CUST0497,Female,53,0,Yes,West,71,One Year,No Internet,Yes,Credit Card,3,78.29,5599.18,2023-07-04,0,NA,2023-07
CUST0498,Male,53,0,No,West,45,Month-to-Month,DSL,No,Electronic Check,1,22.64,1025.48,2022-12-06,1,Financial Constraints,2022-12
CUST0499,Female,36,0,No,East,4,Month-to-Month,DSL,No,Electronic Check,1,75.63,287.96,2022-01-29,1,Financial Constraints,2022-01
CUST0500,Female,61,1,Yes,North,36,Month-to-Month,Fiber Optic,No,Electronic Check,1,65.86,2359.07,2022-04-29,1,Poor Customer Service,2022-04
CUST0501,Female,19,0,No,West,70,One Year,DSL,Yes,Mailed Check,4,69.12,4829.59,2022-09-25,1,Lack of Features,2022-09
CUST0502,Female,34,0,Yes,West,31,One Year,DSL,No,Mailed Check,2,52.35,1645.61,2022-07-02,1,Lack of Features,2022-07
CUST0503,Female,47,0,No,West,19,One Year,No Internet,Yes,Mailed Check,2,27.33,514.43,2023-08-18,0,NA,2023-08
CUST0504,Male,64,1,No,South,61,One Year,DSL,No,Electronic Check,1,37.4,2317.07,2022-09-29,0,NA,2022-09
CUST0505,Male,27,0,Yes,East,54,Month-to-Month,No Internet,No,Bank Transfer,2,105.57,5745.19,2022-02-09,0,NA,2022-02
CUST0506,Female,52,0,No,South,39,Two Year,DSL,Yes,Electronic Check,1,56.78,2198.01,2022-04-22,0,NA,2022-04
CUST0507,Male,69,0,No,South,19,One Year,Fiber Optic,No,Electronic Check,1,62.0,1184.07,2023-09-03,1,Switched to Competitor,2023-09
CUST0508,Female,53,0,No,East,39,Month-to-Month,DSL,Yes,Mailed Check,2,24.74,924.37,2023-03-21,0,NA,2023-03
CUST0509,Female,50,0,Yes,West,67,Two Year,DSL,No,Credit Card,2,23.38,1536.51,2022-12-20,0,NA,2022-12
CUST0510,Female,18,0,Yes,South,45,One Year,DSL,No,Bank Transfer,1,84.55,3796.1,2022-11-18,1,Moved Away,2022-11
CUST0511,Female,35,0,No,West,13,One Year,Fiber Optic,No,Bank Transfer,3,68.43,860.21,2023-03-23,0,NA,2023-03
CUST0512,Male,21,0,Yes,South,58,One Year,Fiber Optic,No,Electronic Check,4,65.78,3852.9,2023-09-13,0,NA,2023-09
CUST0513,Male,64,0,No,West,20,Two Year,No Internet,Yes,Mailed Check,2,41.88,803.43,2023-06-08,0,NA,2023-06
CUST0514,Female,44,0,No,North,72,One Year,DSL,Yes,Electronic Check,2,87.03,6261.73,2022-04-29,1,Poor Customer Service,2022-04
CUST0515,Male,42,0,No,North,61,Month-to-Month,No Internet,Yes,Mailed Check,4,35.14,2154.11,2023-01-30,0,NA,2023-01
CUST0516,Female,45,1,No,North,39,Month-to-Month,DSL,No,Mailed Check,3,37.09,1465.7,2023-08-14,0,NA,2023-08
CUST0517,Male,39,0,No,East,1,Two Year,DSL,No,Electronic Check,2,61.46,49.77,2022-07-14,1,Switched to Competitor,2022-07
CUST0518,Female,59,0,No,North,3,Month-to-Month,DSL,Yes,Electronic Check,3,45.77,174.22,2022-09-18,1,Financial Constraints,2022-09
CUST0519,Female,42,0,No,South,62,Month-to-Month,No Internet,No,Credit Card,1,42.27,2627.57,2022-02-15,0,NA,2022-02
CUST0520,Female,34,0,No,West,63,Month-to-Month,DSL,Yes,Credit Card,2,78.07,4912.36,2023-12-27,0,NA,2023-12
CUST0521,Male,61,1,No,West,25,Month-to-Month,DSL,Yes,Mailed Check,1,78.59,1921.47,2023-03-23,0,NA,2023-03
CUST0522,Male,69,0,Yes,West,56,One Year,Fiber Optic,No,Electronic Check,1,94.21,5272.23,2022-01-02,0,NA,2022-01
CUST0523,Female,29,0,Yes,West,33,Two Year,DSL,No,Electronic Check,2,57.59,1932.54,2023-06-17,1,Better Price Elsewhere,2023-06
CUST0524,Male,33,1,No,South,38,Month-to-Month,DSL,No,Mailed Check,1,26.58,1021.49,2023-07-06,0,NA,2023-07
CUST0525,Male,54,0,No,West,6,Month-to-Month,Fiber Optic,Yes,Credit Card,3,44.63,301.0,2023-12-05,0,NA,2023-12
CUST0526,Male,33,1,No,South,58,Month-to-Month,Fiber Optic,No,Electronic Check,2,108.2,6275.0,2023-11-18,1,Moved Away,2023-11
CUST0527,Male,34,0,No,South,44,Two Year,Fiber Optic,Yes,Bank Transfer,2,73.66,3202.89,2022-07-21,0,NA,2022-07
CUST0528,Male,48,1,Yes,West,45,One Year,Fiber Optic,Yes,Electronic Check,1,83.88,3725.96,2023-01-08,0,NA,2023-01
CUST0529,Male,32,0,No,West,32,Month-to-Month,Fiber Optic,No,Credit Card,1,20.66,641.44,2023-03-18,0,NA,2023-03
CUST0530,Male,30,0,No,West,45,Two Year,Fiber Optic,No,Mailed Check,2,66.64,3018.6,2022-03-13,0,NA,2022-03
CUST0531,Male,57,1,No,South,61,Two Year,No Internet,Yes,Bank Transfer,4,23.38,1455.21,2023-11-12,0,NA,2023-11
CUST0532,Male,44,0,No,East,47,Two Year,DSL,Yes,Mailed Check,1,71.23,3327.39,2022-12-05,0,NA,2022-12
CUST0533,Male,38,0,Yes,South,21,Two Year,Fiber Optic,No,Bank Transfer,1,102.87,2159.84,2023-10-01,0,NA,2023-10
CUST0534,Male,19,0,No,East,36,Month-to-Month,Fiber Optic,Yes,Electronic Check,3,107.16,3849.87,2022-11-18,1,Lack of Features,2022-11
CUST0535,Male,25,0,No,West,19,One Year,DSL,No,Electronic Check,1,68.65,1295.4,2023-11-11,0,NA,2023-11
CUST0536,Male,59,0,Yes,South,20,Month-to-Month,Fiber Optic,No,Credit Card,3,61.24,1197.93,2022-05-08,0,NA,2022-05
CUST0537,Female,24,1,No,West,57,Two Year,No Internet,Yes,Credit Card,2,105.05,5951.49,2022-11-04,1,Lack of Features,2022-11
CUST0538,Female,27,0,No,East,18,One Year,DSL,No,Credit Card,2,80.62,1420.83,2023-06-04,1,Moved Away,2023-06
CUST0539,Male,21,0,No,East,47,One Year,No Internet,No,Bank Transfer,2,25.84,1170.01,2022-11-13,0,NA,2022-11
CUST0540,Male,60,0,No,South,49,One Year,Fiber Optic,Yes,Credit Card,1,61.92,3003.89,2023-11-14,0,NA,2023-11
CUST0541,Male,58,0,Yes,South,14,Month-to-Month,DSL,No,Electronic Check,2,41.62,533.6,2023-02-23,0,NA,2023-02
CUST0542,Female,53,0,No,South,15,One Year,Fiber Optic,Yes,Electronic Check,3,62.28,946.93,2022-12-01,0,NA,2022-12
CUST0543,Female,52,0,Yes,South,31,Two Year,No Internet,No,Electronic Check,3,60.99,1872.33,2023-02-17,1,Poor Customer Service,2023-02
CUST0544,Male,60,0,No,North,1,Two Year,DSL,Yes,Bank Transfer,3,72.39,119.7,2023-12-15,1,Financial Constraints,2023-12
CUST0545,Male,20,0,Yes,North,54,Month-to-Month,Fiber Optic,No,Mailed Check,3,52.11,2783.31,2022-10-30,1,Switched to Competitor,2022-10
CUST0546,Male,35,0,No,West,3,Month-to-Month,Fiber Optic,Yes,Electronic Check,1,34.78,88.92,2023-07-22,0,NA,2023-07
CUST0547,Male,68,0,No,East,16,Month-to-Month,Fiber Optic,Yes,Bank Transfer,2,65.33,1031.06,2022-05-11,0,NA,2022-05
CUST0548,Male,63,0,No,East,57,One Year,DSL,No,Credit Card,2,94.72,5349.89,2022-07-16,0,NA,2022-07
CUST0549,Female,60,0,Yes,West,12,Two Year,Fiber Optic,Yes,Mailed Check,3,79.76,991.04,2023-03-07,0,NA,2023-03
CUST0550,Male,41,0,No,West,16,Month-to-Month,DSL,Yes,Electronic Check,2,50.45,760.4,2023-11-12,1,Moved Away,2023-11
CUST0551,Female,49,0,No,West,72,One Year,Fiber Optic,Yes,Electronic Check,2,104.2,7546.42,2023-01-24,0,NA,2023-01
CUST0552,Male,51,1,Yes,North,24,Two Year,DSL,Yes,Electronic Check,3,102.1,2489.61,2023-11-25,1,Moved Away,2023-11
CUST0553,Male,19,0,No,West,28,One Year,No Internet,No,Electronic Check,2,38.84,1091.07,2022-06-28,1,Poor Customer Service,2022-06
CUST0554,Female,19,0,No,East,8,One Year,DSL,No,Bank Transfer,1,23.55,192.76,2023-09-23,0,NA,2023-09
CUST0555,Female,27,0,No,West,36,One Year,DSL,Yes,Bank Transfer,2,86.72,3137.3,2023-08-06,0,NA,2023-08
CUST0556,Male,40,0,No,South,8,One Year,Fiber Optic,No,Bank Transfer,2,94.48,744.55,2022-11-05,0,NA,2022-11
CUST0557,Female,32,1,Yes,East,58,Month-to-Month,Fiber Optic,No,Mailed Check,3,107.11,6227.1,2023-02-20,0,NA,2023-02
CUST0558,Male,29,0,No,East,60,One Year,DSL,No,Credit Card,4,100.09,5959.88,2023-07-16,0,NA,2023-07
CUST0559,Female,60,0,No,East,50,One Year,Fiber Optic,Yes,Electronic Check,2,74.05,3657.9,2022-01-01,1,Moved Away,2022-01
CUST0560,Female,34,0,Yes,North,28,Two Year,Fiber Optic,No,Mailed Check,2,67.7,1891.32,2022-11-08,0,NA,2022-11
CUST0561,Male,35,0,No,North,41,One Year,Fiber Optic,No,Credit Card,3,22.51,927.87,2022-10-21,0,NA,2022-10
CUST0562,Male,31,0,No,East,64,One Year,Fiber Optic,No,Electronic Check,1,42.2,2739.58,2022-08-04,0,NA,2022-08
CUST0563,Female,34,0,No,South,27,Month-to-Month,Fiber Optic,No,Electronic Check,1,61.37,1617.46,2023-03-17,1,Lack of Features,2023-03
CUST0564,Male,32,1,No,East,63,Month-to-Month,No Internet,Yes,Credit Card,4,76.57,4856.17,2023-08-17,0,NA,2023-08
CUST0565,Female,29,1,Yes,North,17,Month-to-Month,Fiber Optic,No,Mailed Check,3,70.15,1163.55,2023-09-14,0,NA,2023-09
CUST0566,Female,33,0,Yes,South,33,Month-to-Month,DSL,No,Bank Transfer,1,86.84,2855.13,2023-11-02,1,Better Price Elsewhere,2023-11
CUST0567,Male,49,0,No,East,29,One Year,Fiber Optic,No,Electronic Check,1,45.18,1291.88,2022-11-26,1,Lack of Features,2022-11
CUST0568,Female,40,0,Yes,North,13,Two Year,DSL,Yes,Bank Transfer,3,70.85,911.07,2023-04-22,0,NA,2023-04
CUST0569,Male,55,1,No,South,46,Month-to-Month,Fiber Optic,No,Electronic Check,3,27.93,1249.83,2023-03-29,0,NA,2023-03
CUST0570,Male,51,1,Yes,West,35,Month-to-Month,No Internet,No,Electronic Check,3,57.23,2003.41,2023-03-29,1,Better Price Elsewhere,2023-03
CUST0571,Female,51,0,No,West,6,Two Year,No Internet,No,Bank Transfer,1,87.51,555.22,2023-11-23,1,Poor Customer Service,2023-11
CUST0572,Male,33,0,No,East,69,Month-to-Month,Fiber Optic,No,Electronic Check,4,82.41,5680.44,2022-08-07,1,Financial Constraints,2022-08
CUST0573,Female,51,0,No,West,47,One Year,No Internet,No,Mailed Check,2,109.16,5129.58,2023-06-08,0,NA,2023-06
CUST0574,Female,57,0,Yes,North,25,One Year,No Internet,Yes,Electronic Check,3,45.01,1160.13,2023-04-30,0,NA,2023-04
CUST0575,Male,24,0,Yes,South,66,One Year,No Internet,No,Electronic Check,2,64.84,4300.05,2022-06-23,1,Better Price Elsewhere,2022-06
CUST0576,Male,50,0,Yes,East,10,Month-to-Month,No Internet,Yes,Electronic Check,1,49.66,495.65,2023-11-06,1,Switched to Competitor,2023-11
CUST0577,Female,21,0,Yes,South,56,Month-to-Month,Fiber Optic,No,Electronic Check,4,59.65,3316.17,2022-03-28,1,Financial Constraints,2022-03
CUST0578,Male,60,0,No,South,30,One Year,DSL,Yes,Credit Card,1,97.13,2952.39,2022-10-18,0,NA,2022-10
CUST0579,Female,69,0,No,South,5,One Year,Fiber Optic,No,Electronic Check,1,81.58,415.6,2023-06-12,0,NA,2023-06
CUST0580,Female,24,0,No,North,33,Month-to-Month,Fiber Optic,No,Mailed Check,3,99.42,3252.97,2023-11-11,0,NA,2023-11
CUST0581,Female,35,0,No,East,65,One Year,No Internet,No,Electronic Check,2,38.32,2467.71,2023-10-11,0,NA,2023-10
CUST0582,Female,21,0,No,West,18,Month-to-Month,Fiber Optic,Yes,Electronic Check,3,98.6,1805.11,2023-09-27,1,Lack of Features,2023-09
CUST0583,Female,66,0,No,South,49,One Year,DSL,No,Credit Card,2,25.38,1198.03,2022-12-10,0,NA,2022-12
CUST0584,Male,28,0,No,South,11,Month-to-Month,No Internet,Yes,Electronic Check,2,99.97,1148.88,2022-04-06,0,NA,2022-04
